Date,Open,High,Low,Close,Adj Close,Volume
2022-01-02,178.532410,179.432358,175.012314,176.382843,176.382843,995389409
2022-01-03,176.386307,176.386307,167.533981,170.297745,170.297745,1345778058
2022-01-04,170.286118,173.735107,166.740128,167.938904,167.938904,1499265336
2022-01-05,167.940338,171.110458,148.216110,155.099731,155.099731,2123759721
2022-01-06,155.105927,155.105927,146.667664,150.431351,150.431351,2097172620
2022-01-07,150.413406,150.520950,135.149994,136.402817,136.402817,2926269672
2022-01-08,136.400162,147.837311,134.021011,142.513458,142.513458,2730000333
2022-01-09,142.543121,145.440414,138.394104,140.839005,140.839005,1599123912
2022-01-10,140.833633,143.563370,130.796997,135.954941,135.954941,2040883379
2022-01-11,135.940903,143.299042,134.133972,140.183853,140.183853,1554197314
2022-01-12,140.203751,152.936478,138.546265,151.703110,151.703110,2242337550
2022-01-13,151.690598,157.543732,146.010040,146.010040,146.010040,2177023564
2022-01-14,146.025909,150.469482,142.390686,146.159027,146.159027,1822320951
2022-01-15,146.180023,149.350189,144.419144,147.801178,147.801178,1123271784
2022-01-16,147.786606,151.772339,146.401779,147.856522,147.856522,1172854751
2022-01-17,147.876785,148.205872,137.500031,139.926010,139.926010,1487772250
2022-01-18,139.932770,142.466492,134.895798,141.587189,141.587189,1449435942
2022-01-19,141.546997,142.294083,133.355179,135.792389,135.792389,1444663456
2022-01-20,135.791336,143.617401,127.174042,127.205284,127.205284,984099352
2022-01-21,127.333336,128.432861,107.908997,111.966057,111.966057,3771688473
2022-01-22,111.976540,113.587677,89.287155,94.178368,94.178368,4039466376
2022-01-23,94.307602,104.519203,93.593483,99.578224,99.578224,2548191912
2022-01-24,99.617516,99.770515,81.226051,91.650162,91.650162,4664539688
2022-01-25,91.660156,99.701233,87.757126,94.720352,94.720352,2842652332
2022-01-26,94.718834,103.721558,89.807556,92.238045,92.238045,3177186515
2022-01-27,92.218056,94.059998,86.186035,89.632492,89.632492,2513945822
2022-01-28,89.529091,93.364670,87.574242,91.312897,91.312897,2156098049
2022-01-29,91.354698,98.611046,90.963799,96.223488,96.223488,1727329992
2022-01-30,96.249001,97.298325,91.707024,93.297676,93.297676,1110338981
2022-01-31,93.301170,100.725075,89.585991,99.738838,99.738838,1888454241
2022-02-01,99.725945,112.980125,99.477859,109.978981,109.978981,3568466349
2022-02-02,110.019455,111.957367,97.735596,101.837601,101.837601,3297984784
2022-02-03,101.828102,102.668465,94.635315,101.459038,101.459038,2618951519
2022-02-04,101.340935,112.410332,100.677376,112.174248,112.174248,3121470028
2022-02-05,112.205482,118.213120,110.534065,113.894302,113.894302,2337469324
2022-02-06,113.902824,115.866486,112.186356,115.299759,115.299759,1488437091
2022-02-07,115.276192,121.554031,113.140465,117.355148,117.355148,2501444983
2022-02-08,117.408913,119.969551,110.241943,113.595482,113.595482,2670414753
2022-02-09,113.534035,116.827324,109.978653,114.019379,114.019379,1844036035
2022-02-10,114.021645,114.788422,106.202805,106.202805,106.202805,2534257400
2022-02-11,106.229767,107.845390,95.604286,96.381882,96.381882,2244853464
2022-02-12,96.401489,99.553658,93.498642,95.918205,95.918205,1722515979
2022-02-13,95.892586,97.206215,91.815704,93.244102,93.244102,1150014559
2022-02-14,93.193687,97.741730,91.207695,96.433273,96.433273,1787236369
2022-02-15,96.437408,105.291977,96.433296,104.873306,104.873306,2134576044
2022-02-16,104.925041,105.346344,98.580376,101.932899,101.932899,1908954820
2022-02-17,101.898232,102.632935,92.676247,93.410423,93.410423,1872498133
2022-02-18,93.462982,96.201820,89.706108,90.065460,90.065460,1669246812
2022-02-19,90.051880,92.540962,88.953117,91.496651,91.496651,1084605729
2022-02-20,91.444321,93.320282,86.017441,90.901413,90.901413,1912980153
2022-02-21,90.883026,95.904091,83.118446,83.123161,83.123161,2892900595
2022-02-22,83.106400,87.163979,81.204857,86.465385,86.465385,2046554018
2022-02-23,86.470795,92.738441,84.902786,84.902786,84.902786,2293962445
2022-02-24,84.863579,92.279396,76.859573,89.194748,89.194748,5253578948
2022-02-25,89.228134,94.777809,87.276161,92.598824,92.598824,3069242551
2022-02-26,92.608864,94.604332,89.757675,90.141563,90.141563,1721041901
2022-02-27,90.124634,91.989433,84.492928,85.519051,85.519051,2012522473
2022-02-28,85.501106,101.041794,84.575844,99.520348,99.520348,3457872746
2022-03-01,99.540466,101.559158,94.893425,98.653557,98.653557,3225742519
2022-03-02,98.649071,105.984772,97.105797,100.649635,100.649635,3800592927
2022-03-03,100.653770,101.427269,94.377960,95.539200,95.539200,2309311748
2022-03-04,95.567039,95.708130,87.554443,88.245979,88.245979,2592829728
2022-03-05,88.290535,91.036179,86.288841,89.647842,89.647842,1437161887
2022-03-06,89.648590,89.865379,84.329643,84.542183,84.542183,1467561782
2022-03-07,84.552872,86.483086,80.316849,82.130066,82.130066,2375648176
2022-03-08,82.112602,84.779900,81.540115,82.254761,82.254761,2112765959
2022-03-09,82.279922,89.482048,82.206238,88.202065,88.202065,2624860794
2022-03-10,88.190399,88.453949,81.019341,82.939087,82.939087,2196400279
2022-03-11,82.940742,84.050667,80.281235,80.744995,80.744995,1852734626
2022-03-12,80.747520,82.663757,80.722099,81.553818,81.553818,1036290480
2022-03-13,81.531219,82.883034,78.004387,78.936073,78.936073,1316842580
2022-03-14,78.925575,82.099304,78.274353,81.173340,81.173340,1676601058
2022-03-15,81.170059,85.519310,79.071777,82.955086,82.955086,1627848455
2022-03-16,82.951675,87.903625,81.653244,87.903625,87.903625,2370877301
2022-03-17,87.862457,90.757286,86.751228,87.876846,87.876846,2440062581
2022-03-18,87.866264,91.848618,84.636978,89.822037,89.822037,2745357460
2022-03-19,89.820457,94.360893,89.392616,92.418152,92.418152,1951674158
2022-03-20,92.413666,92.435921,88.150459,88.614861,88.614861,1286133603
2022-03-21,88.605003,91.011986,87.207642,88.757202,88.757202,1598537312
2022-03-22,88.741905,93.766808,88.182777,90.512970,90.512970,1879747152
2022-03-23,90.513931,96.051842,89.811462,95.102684,95.102684,2099467745
2022-03-24,95.020905,103.455795,94.065506,102.223694,102.223694,3601646600
2022-03-25,102.238358,104.582962,97.318245,98.658104,98.658104,2175497007
2022-03-26,98.666748,103.193573,97.829681,101.764183,101.764183,1282869612
2022-03-27,101.773697,107.298714,99.269096,107.084221,107.084221,1572329892
2022-03-28,107.077965,113.175949,105.477875,106.465256,106.465256,2877146388
2022-03-29,106.327988,115.275719,105.999191,111.710312,111.710312,3052274877
2022-03-30,111.690254,124.605003,107.767258,120.699486,120.699486,3908170428
2022-03-31,120.681557,128.930115,120.197830,122.661461,122.661461,4115229587
2022-04-01,122.736107,137.558411,118.787910,134.430939,134.430939,4434807484
2022-04-02,134.453583,143.020020,132.139191,132.198868,132.198868,3394186456
2022-04-03,132.241074,140.263702,131.226151,136.775330,136.775330,2585967812
2022-04-04,136.760788,137.633514,126.865326,132.412628,132.412628,2828117206
2022-04-05,132.387863,136.182846,126.563972,126.862236,126.862236,2239922210
2022-04-06,126.857956,127.281158,112.773682,112.883385,112.883385,3281009143
2022-04-07,112.935799,119.760712,111.957466,118.796516,118.796516,2431083313
2022-04-08,118.816216,122.254120,108.541161,109.800880,109.800880,2376864565
2022-04-09,109.798759,113.114891,108.634338,112.972794,112.972794,1202250516
2022-04-10,112.972710,115.808327,110.077835,111.742439,111.742439,1280232450
2022-04-11,111.698990,111.831139,98.670853,99.339104,99.339104,2272498194
2022-04-12,99.384674,109.117561,98.935303,103.306389,103.306389,2317008207
2022-04-13,103.281013,105.676849,100.488457,105.001945,105.001945,1675840412
2022-04-14,104.940605,107.329636,99.256844,100.707802,100.707802,1686576071
